Item #,Seller Category,Item Description,Qty,Unit Retail,Ext. Retail,Brand,UPC,TCIN,Origin,Category,Condition,Product Class,Category Code,Division,Department,Optoro Condition,Pallet ID,Subcategory,Lot ID
LPJY708689,SMALL APPLIANCES,"Bodum Schiuma Milk Frother Pink: Handheld Frother Wand for Coffee, Battery-Powered Mixer, Stainless Steel & Plastic",5,9.99,49.95,Bodum,699965602819,89985195,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS788982,SMALL APPLIANCES,"Mr. Coffee 5 Cup Switch Coffee Maker Black: Small Drip Coffee Machine, Electric, Paper Filter, 25 oz Capacity",2,21.99,43.98,Mr. Coffee,053891177313,91986267,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,DRIP COFFEE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS708301,SMALL APPLIANCES,SodaStream Starry Lemon Lime Drink Mix,6,6.49,38.94,SodaStream,810055455379,94761213,Israel,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,GROCERY,N,PTBJ26196,SODASTREAM ACCESSO,irc_small_appliances___floor_care-01_20260417_031_p
LPHS455388,SMALL APPLIANCES,Mr. Coffee 12-Cup Automatic Blade Mill Grinder - Black,1,35.99,35.99,Mr. Coffee,053891154819,81615453,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE GRINDER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS619487,SMALL APPLIANCES,"Culligan CUFUII Replacement Frigidaire (EPTWF) Refrigerator Water Filter: Filters Lead, Mercury, Chlorine, VOCs, 9"" Height",1,33.99,33.99,Culligan,850031536050,92447863,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FRIDGE FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY704259,SMALL APPLIANCES,"Bodum Bistro Electric Milk Frother Black: Stainless Steel Coffee Frother & Milk Steamer, 500W, Hand Wash",1,29.99,29.99,Bodum,699965387082,53664346,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY894974,SMALL APPLIANCES,Dash Mini Maker Waffle - Aqua,3,9.89,29.67,Dash,856757006426,52912898,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS603056,SMALL APPLIANCES,"Brita Water Filter 10-Cup Tahoe Water Pitcher Dispenser - White: Easy-Fill Lid, Electronic Indicator",1,28.49,28.49,Brita,060258506846,84665982,China,MIXED_SMALL_APPLIANCES,LIKE_NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS622390,SMALL APPLIANCES,Chefman 2 Cup Rice Cooker,4,19.99,79.96,Chefman,810170924620,94764202,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,RICE COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS602778,SMALL APPLIANCES,Cuisinart Classic Waffle Maker - Stainless Steel,2,37.99,75.98,Cuisinart,086279245984,94139350,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY792539,SMALL APPLIANCES,Chefman 6 Cup Rice Cooker,3,24.99,74.97,Chefman,810170924637,94764200,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,RICE COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS451534,SMALL APPLIANCES,ZeroWater Replacement Filters 2pk (Please be advised that sets may be missing pieces or otherwise incomplete.),2,35.99,71.98,ZeroWater,188781000171,10950534,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS638347,SMALL APPLIANCES,"Chefman 1L Rapid-Boil Kettle with Automatic Shutoff - Black: Glass Electric Water Boiler & Warmer, 1500W Tea Heater",4,17.99,71.96,Chefman,810087844677,89182727,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ELECTRIC KETTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPHS459178,SMALL APPLIANCES,Bialetti Moka 6 Cup Express Espresso Maker,1,59.99,59.99,Bialetti,076753068000,14655160,Italy,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ESPRESSO,irc_small_appliances___floor_care-01_20260417_031_p
LPJY880908,SMALL APPLIANCES,KitchenAid Ultra Power 5-Speed Hand Mixer Contour Silver,1,59.99,59.99,KitchenAid,883049683522,94654948,United States of America,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,HAND MIXER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY713957,SMALL APPLIANCES,"Dash 3-in-1 Everyday 7-Egg Cooker with Omelet Maker and Poaching - Black: Electric Egg Boiler, Hard Boiled & Poaching",3,19.99,59.97,Dash,856007008286,53731036,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,EGG COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY265888,SMALL APPLIANCES,"Dash 3-in-1 Everyday 7-Egg Cooker with Omelet Maker and Poaching - Black: Electric Egg Boiler, Hard Boiled & Poaching",3,19.99,59.97,Dash,856007008286,53731036,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,EGG COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS615020,SMALL APPLIANCES,"GE Appliances XWFE Replacement Refrigerator Water Filter: Filters Pharmaceuticals, Atrazine, Mercury, Lead, Pesticides",1,54.99,54.99,GE Appliances,084691851615,92678964,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FRIDGE FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY786012,SMALL APPLIANCES,"Crock-Pot 2qt Manual Slow Cooker - Stainless Steel: 3 Settings, Reheat & Warmer, Stay-Cool Handles, Dishwasher-Safe Parts",3,17.99,53.97,Crock-Pot,053891143677,83360912,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,SLOW COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS638294,SMALL APPLIANCES,"bella 2-Slice Slim Toaster Plum: Metal, 900W, 2-Year Warranty, Spot Clean, 6.85"" H, 3.58"" D, 14.88"" W, 1.98 lbs",2,24.99,49.98,bella Housewares,829486351648,93491179,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,2 SLICE TOASTER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS454844,SMALL APPLIANCES,"Brita Water Filter 10-Cup Tahoe Water Pitcher Dispenser with Elite Water Filter - White: Easy-Fill Lid, Electronic Indicator",1,40.99,40.99,Brita,060258506884,84665981,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPHR000454,SMALL APPLIANCES,Gourmia 4 Shot Steam Espresso Maker with Frothing Wand Black/Stainless Steel Finish,1,39.99,39.99,Gourmia,810002864377,92352766,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ESPRESSO,irc_small_appliances___floor_care-01_20260417_031_p
LPJY719214,SMALL APPLIANCES,Dash x Sweethearts Mini Waffle Maker Pink XOXO,4,9.99,39.96,Dash,810137396361,94931901,Indonesia,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY883931,SMALL APPLIANCES,LARQ 4pk Bottle Neon Handles (Please be advised that sets may be missing pieces or otherwise incomplete.),2,17.99,35.98,LARQ,850032674768,94961243,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,HOME,N,PTBJ26196,WATER BOTTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPJY936573,SMALL APPLIANCES,"PUR Filtration Water Pitcher Replacement Filter: Reduces Chlorine & Odors, 40-Gallon Life, Blue, Plastic, 1 Piece",4,8.59,34.36,PUR Filtration,723987703220,69789,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS434633,FLOORCARE,Sharper Image Dual Air Cordless Vacuum and Blower Purple,1,31.99,31.99,Sharper Image,840397511495,94239096,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,HAND VACUUM,irc_small_appliances___floor_care-01_20260417_031_p
LPHS449489,SMALL APPLIANCES,"Bodum Schiuma Milk Frother - Black: Handheld Frother Wand for Coffee, Battery-Powered, Stainless Steel & Plastic",3,9.99,29.97,Bodum,727015012049,21561851,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY932731,SMALL APPLIANCES,Dash Santa Mini Waffle Maker,3,9.99,29.97,Dash,810137395944,94585216,Indonesia,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY700780,SMALL APPLIANCES,Dash Mini Maker Waffle - Aqua,3,9.89,29.67,Dash,856757006426,52912898,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY365657,SMALL APPLIANCES,Culligan with ZeroWater Technology 7 Cup Pitcher,6,24.99,149.94,Culligan with ZeroWater Technology; ZeroWater,810136500332,94717690,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS596904,FLOORCARE,BISSELL Fresh Free & Clear Crosswave Multi-Surface Formula - 64oz,4,18.99,75.96,BISSELL,011120283730,94243202,Viet Nam,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,CLEANER/SHAMPOO,irc_small_appliances___floor_care-01_20260417_031_p
LPJY638217,SMALL APPLIANCES,"Cuisinart 2qt Stainless Steel Stovetop Kettle Matte Black CKS-25MBK: Whistling Tea Kettle, Large Handle, Flip-Up Spout",2,34.99,69.98,Cuisinart,086279240620,91986143,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,NON-ELECTRIC KETTL,irc_small_appliances___floor_care-01_20260417_031_p
LPHS229281,SMALL APPLIANCES,Dash Reindeer Mini Waffle Maker,6,9.99,59.94,Dash,810137395937,94585219,Indonesia,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY741259,SMALL APPLIANCES,"Chefman 1.8L Lightning Borosilicate Glass Electric Kettle: Stainless Steel Lid, 1750W, Hand Wash, Silver & Black Accents",1,44.99,44.99,Chefman,810087848552,91992759,China,MIXED_SMALL_APPLIANCES,SALVAGE,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ELECTRIC KETTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPJY936314,SMALL APPLIANCES,"Dash Egg Bite Maker - Aqua: 4-Egg Cooker, Electric Egg Cooker, Dishwasher-Safe Parts, 420W, Aluminum & Plastic",2,21.99,43.98,Dash,850004115657,78811619,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,EGG COOKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJN542647,SMALL APPLIANCES,Bodum Chambord 8 Cup 34oz Coffee Press Silver,1,39.99,39.99,Bodum,727015995212,14655162,Portugal,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE PRESS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY752817,SMALL APPLIANCES,"Bodum 27oz Melior Goose Neck Electric Water Kettle Matte Black: Stainless Steel Tea Kettle with Ergonomic Handle, 1000W",1,39.99,39.99,Bodum,699965399290,53664318,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ELECTRIC KETTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPJY755415,SMALL APPLIANCES,Bodum Bistro 34oz Electric Water Kettle,2,19.99,39.98,Bodum,699965187019,21417471,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,ELECTRIC KETTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPHS989410,SMALL APPLIANCES,"PUR Water Pitcher Replacement Filter - 3 Pack: Reduces Odors, Filters Chlorine & Mercury, 40 Gallon Life, Blue (Please be advised that sets may be missing pieces or otherwise incomplete.)",2,18.99,37.98,PUR Filtration,723987703237,14637120,Mexico,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS407747,SMALL APPLIANCES,"Culligan CUSQIN Replacement Samsung (HAF-QIN) Refrigerator Water Filter: Filters Odors, Lead, Chlorine, VOCs, Microplastics",1,34.99,34.99,Culligan,850031536180,92447871,Mexico,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FRIDGE FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS459514,FLOORCARE,Hoover Paws & Claws 128 fl oz Carpet Cleaner Solution - AH31933,1,31.99,31.99,Hoover,073502522585,84630785,United States of America,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,329,OUTDOOR LIVING & ORGANIZED SPACES,LAUNDRY CLEANING AND CLOSET,N,PTBJ26196,CLEANER/SHAMPOO,irc_small_appliances___floor_care-01_20260417_031_p
LPJY782441,SMALL APPLIANCES,"Bodum Schiuma Milk Frother - Stainless Steel: Handheld Frother Wand for Coffee, Battery-Powered, Silver",2,14.99,29.98,Bodum,727015012087,82551556,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPHS256873,SMALL APPLIANCES,"FoodSaver Everyday Vacuum Sealer with Precut Bags: Best Food Vacuum Packer, White, 3-Year Warranty, Spot Clean",2,99.99,199.98,FoodSaver,033413004419,88572259,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FOOD SEALERS,irc_small_appliances___floor_care-01_20260417_031_p
LPJY794489,SMALL APPLIANCES,LifeStraw Home Activated Carbon + Ion Exchange Replacement Filter 1pk (Please be advised that sets may be missing pieces or otherwise incomplete.),8,16.99,135.92,LifeStraw,7640144284558,93996861,"Korea, Republic of",MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT FILTERS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS546134,SMALL APPLIANCES,"Safe Home Lead in Drinking Water DIY Test Kit: EPA Standards Household Water Test, No Warranty",6,19.99,119.94,Safe Home,850000063273,91948392,United States of America,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,GARAGE & HARDWARE,N,PTBJ26196,NEW - ACCESSORIES,irc_small_appliances___floor_care-01_20260417_031_p
LPJY892055,SMALL APPLIANCES,"Bodum Schiuma Milk Frother - Stainless Steel: Handheld Frother Wand for Coffee, Battery-Powered, Silver",7,14.99,104.93,Bodum,727015012087,82551556,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY794475,SMALL APPLIANCES,LifeStraw Sip Reusable Steel Filter Straw with Carry Case Midnight Blue,3,27.49,82.47,LifeStraw,7640144289119,93996876,"Korea, Republic of",MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,HOME,N,PTBJ26196,STRAWS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS989408,SMALL APPLIANCES,Nespresso Aeroccino Milk Frother Black,1,79.99,79.99,Nespresso,7630039649074,53678975,Switzerland,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY712363,SMALL APPLIANCES,Dash Multi Mini Plate Storage Waffle Maker,5,12.74,63.70,Dash,810137391076,94620267,Indonesia,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,WAFFLE MAKER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY541690,SMALL APPLIANCES,"Cuisinart 2-Slice Classic Toaster - Black Stainless Steel - CPT-160BKSP1: Bagel & Reheat Options, Self-Centering Slots",1,59.99,59.99,Cuisinart,086279213761,87077918,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,2 SLICE TOASTER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY717827,SMALL APPLIANCES,"Brita Water Filter 10-Cup Tahoe Water Pitcher Dispenser with Elite Water Filter - White: Easy-Fill Lid, Electronic Indicator",1,40.99,40.99,Brita,060258506884,84665981,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,PT SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS789467,SMALL APPLIANCES,"Bodum Schiuma Milk Frother Pink: Handheld Frother Wand for Coffee, Battery-Powered Mixer, Stainless Steel & Plastic",4,9.99,39.96,Bodum,699965602819,89985195,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FROTHER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY792467,SMALL APPLIANCES,LifeStraw 18oz Go Series Water Filter Tumbler Aegean Sea,1,38.99,38.99,LifeStraw,7640144289188,93996877,"Korea, Republic of",MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,HOME,N,PTBJ26196,WATER BOTTLES,irc_small_appliances___floor_care-01_20260417_031_p
LPHR000314,SMALL APPLIANCES,"Brita Tap Water Faucet Filtration System - Chrome: Filters Chlorine & Lead, Fits Most Standard Faucets",1,35.99,35.99,Brita,060258356182,526285,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,FM SYSTEMS,irc_small_appliances___floor_care-01_20260417_031_p
LPHS638447,SMALL APPLIANCES,"Keurig Non-Rolling 24ct Coffee Pod Storage Drawer: Black Metal K-Cup Organizer, Freestanding Kitchen Rack (Please be advised that sets may be missing pieces or otherwise incomplete.)",1,26.99,26.99,Keurig,611247369654,53205905,China,MIXED_SMALL_APPLIANCES,USED_GOOD,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,SGL SERVE ACCESSOR,irc_small_appliances___floor_care-01_20260417_031_p
LPHS455679,SMALL APPLIANCES,Cuisinart 2.5oz Electric Coffee Grinder Black DCG-20BKN,1,24.99,24.99,Cuisinart,086279102720,82568681,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,COFFEE GRINDER,irc_small_appliances___floor_care-01_20260417_031_p
LPJY710548,SMALL APPLIANCES,Dash Deluxe Egg Cooker,1,26.49,26.49,Dash,810137392820,94690982,China,MIXED_SMALL_APPLIANCES,NEW,SMALL APPLIANCES & FLOOR CARE-01,72,KITCHEN,KITCHEN,N,PTBJ26196,EGG COOKER,irc_small_appliances___floor_care-01_20260417_031_p
